egoid,apps_all,apps_dating,apps_nondating
5856,a07|a08|a09|a10,a09,a07|a08|a10
5857,a01|a05|a07,a01|a05,a07
5858,a01|a05,a01|a05,s05858
5859,a09|a11,a09|a11,s05859
5860,a09|a13,a09|a13,s05860
5861,a14,a14,s05861
5862,s05862,s05862,s05862
5863,a01|a05|a14,a01|a05|a14,s05863
5864,s05864,s05864,s05864
5865,s05865,s05865,s05865
5866,a05|a14,a05|a14,s05866
5867,s05867,s05867,s05867
5868,a01|a05|a08|a11|a12|a13|a14,a01|a05|a11|a13|a14,a08|a12
5869,a14,a14,s05869
5870,a01|a07|a08|a09|a10|a11|a13,a01|a09|a11|a13,a07|a08|a10
5871,s05871,s05871,s05871
5872,a01|a05,a01|a05,s05872
5873,a01|a05,a01|a05,s05873
5874,a09|a13,a09|a13,s05874
5875,a07|a09|a10|a13,a09|a13,a07|a10
5876,s05876,s05876,s05876
5877,a09|a13,a09|a13,s05877
5878,a01|a07,a01,a07
5879,s05879,s05879,s05879
5880,s05880,s05880,s05880
5881,s05881,s05881,s05881
5882,s05882,s05882,s05882
5883,s05883,s05883,s05883
5884,a05|a09|a14,a05|a09|a14,s05884
5885,s05885,s05885,s05885
5886,a03|a07|a08,a03,a07|a08
5887,a05,a05,s05887
5888,s05888,s05888,s05888
5889,a01|a07,a01,a07
5890,a01,a01,s05890
5891,s05891,s05891,s05891
5892,a01|a03|a07|a08|a09|a10|a11|a14,a01|a03|a09|a11|a14,a07|a08|a10
5893,a01|a05|a07|a09|a19,a01|a05|a09|a19,a07
5894,a01,a01,s05894
5895,a07|a13|a25,a13,a07|a25
5896,a01|a16|a19,a01|a16|a19,s05896
5897,s05897,s05897,s05897
5898,a01|a05|a14,a01|a05|a14,s05898
5899,a01|a07|a08|a09|a10|a11|a13,a01|a09|a11|a13,a07|a08|a10
5900,a07|a10,s05900,a07|a10
5901,s05901,s05901,s05901
5902,a01,a01,s05902
5903,a01|a07|a10,a01,a07|a10
5904,a01|a05,a01|a05,s05904
5905,a01|a05,a01|a05,s05905
5906,s05906,s05906,s05906
5907,a01|a05|a07|a19,a01|a05|a19,a07
5908,a01,a01,s05908
5909,s05909,s05909,s05909
5910,a01,a01,s05910
5911,a01|a05,a01|a05,s05911
5912,a01|a05,a01|a05,s05912
5913,a01,a01,s05913
5914,a09|a11|a37|a43,a09|a11|a37|a43,s05914
5915,a01|a05|a07,a01|a05,a07
5916,a01|a03|a05|a18,a01|a03|a05|a18,s05916
5917,s05917,s05917,s05917
5918,a01,a01,s05918
5919,s05919,s05919,s05919
5920,a01|a09,a01|a09,s05920
5921,s05921,s05921,s05921
5922,s05922,s05922,s05922
5923,s05923,s05923,s05923
5924,s05924,s05924,s05924
5925,a07|a08,s05925,a07|a08
5926,a01,a01,s05926
5927,a01,a01,s05927
5928,s05928,s05928,s05928
5929,s05929,s05929,s05929
5930,s05930,s05930,s05930
5931,a01|a05|a14,a01|a05|a14,s05931
5932,a07|a08,s05932,a07|a08
5933,a01,a01,s05933
5934,a25,s05934,a25
5935,s05935,s05935,s05935
5936,a01|a05|a18|a21,a01|a05|a18|a21,s05936
5937,a01|a05|a14,a01|a05|a14,s05937
5938,a01,a01,s05938
5939,a01|a03|a06|a07|a08|a09|a10|a11|a13|a14|a43,a01|a03|a09|a11|a13|a14|a43,a06|a07|a08|a10
5940,a09,a09,s05940
5941,a01|a05,a01|a05,s05941
5942,a01|a05|a07|a19,a01|a05|a19,a07
5943,s05943,s05943,s05943
5944,a01,a01,s05944
5945,s05945,s05945,s05945
5946,s05946,s05946,s05946
5947,a01|a05|a07|a10,a01|a05,a07|a10
5948,a01|a05,a01|a05,s05948
5949,a01|a05|a07|a08|a10,a01|a05,a07|a08|a10
5950,a01,a01,s05950
5951,a01|a05|a14,a01|a05|a14,s05951
5952,a01|a05,a01|a05,s05952
5953,s05953,s05953,s05953
5954,a01|a05,a01|a05,s05954
5955,s05955,s05955,s05955
5956,a03|a07|a08,a03,a07|a08
5957,a01,a01,s05957
5958,a01|a05|a08|a11|a12|a13|a14,a01|a05|a11|a13|a14,a08|a12
5959,s05959,s05959,s05959
5960,a01|a05|a18,a01|a05|a18,s05960
5961,s05961,s05961,s05961
5962,s05962,s05962,s05962
5963,a05|a11,a05|a11,s05963
5964,s05964,s05964,s05964
5965,s05965,s05965,s05965
5966,s05966,s05966,s05966
5967,s05967,s05967,s05967
5968,a19,a19,s05968
5969,a07|a08,s05969,a07|a08
5970,a01|a05,a01|a05,s05970
5971,a03|a05|a16|a17,a03|a05|a16|a17,s05971
5972,s05972,s05972,s05972
5973,a01|a05|a09|a11|a14|a19|a24|a32|a37|a43,a01|a05|a09|a11|a14|a19|a24|a32|a37|a43,s05973
5974,s05974,s05974,s05974
5975,a19,a19,s05975
5976,s05976,s05976,s05976
5977,s05977,s05977,s05977
5978,a01|a05|a17,a01|a05|a17,s05978
5979,s05979,s05979,s05979
5980,s05980,s05980,s05980
5981,a01,a01,s05981
5982,a01|a05|a14,a01|a05|a14,s05982
5983,a01,a01,s05983
5984,s05984,s05984,s05984
5985,a01,a01,s05985
5986,a01|a03|a05|a18,a01|a03|a05|a18,s05986
5987,s05987,s05987,s05987
5988,s05988,s05988,s05988
5989,s05989,s05989,s05989
5990,a07,s05990,a07
5991,a05|a11,a05|a11,s05991
5992,s05992,s05992,s05992
5993,s05993,s05993,s05993
5994,a01|a05|a14,a01|a05|a14,s05994
5995,a01|a07|a10,a01,a07|a10
5996,s05996,s05996,s05996
5997,s05997,s05997,s05997
5998,a05|a10|a14|a17|a21,a05|a14|a17|a21,a10
5999,a05,a05,s05999
6000,s06000,s06000,s06000
6001,a03|a05|a16|a17,a03|a05|a16|a17,s06001
6002,s06002,s06002,s06002
6003,a01|a05|a09|a11|a14|a19|a24|a32|a37|a43,a01|a05|a09|a11|a14|a19|a24|a32|a37|a43,s06003
6004,a01|a07,a01,a07
6005,s06005,s06005,s06005
6006,a05,a05,s06006
6007,s06007,s06007,s06007
6008,a07|a08,s06008,a07|a08
6009,a02,a02,s06009
6010,s06010,s06010,s06010
6011,s06011,s06011,s06011
6012,a01|a05|a07,a01|a05,a07
6013,a25,s06013,a25
6014,a07|a08|a09|a10,a09,a07|a08|a10
6015,a01|a07,a01,a07
6016,s06016,s06016,s06016
6017,a01,a01,s06017
6018,s06018,s06018,s06018
6019,a01|a09,a01|a09,s06019
6020,s06020,s06020,s06020
6021,a01|a07|a25,a01,a07|a25
6022,s06022,s06022,s06022
6023,s06023,s06023,s06023
6024,s06024,s06024,s06024
6025,a01,a01,s06025
6026,s06026,s06026,s06026
6027,s06027,s06027,s06027
6028,a01,a01,s06028
6029,a03|a05|a16|a17,a03|a05|a16|a17,s06029
6030,s06030,s06030,s06030
6031,s06031,s06031,s06031
6032,a01,a01,s06032
6033,a09,a09,s06033
6034,s06034,s06034,s06034
6035,a09,a09,s06035
6036,a05,a05,s06036
6037,a01|a05,a01|a05,s06037
6038,s06038,s06038,s06038
6039,s06039,s06039,s06039
6040,a05,a05,s06040
6041,a19,a19,s06041
6042,s06042,s06042,s06042
6043,a01|a05,a01|a05,s06043
6044,a01|a16|a19,a01|a16|a19,s06044
6045,a01,a01,s06045
6046,s06046,s06046,s06046
6047,a11|a24,a11|a24,s06047
6048,s06048,s06048,s06048
6049,s06049,s06049,s06049
6050,s06050,s06050,s06050
6051,a09|a11|a37|a43,a09|a11|a37|a43,s06051
6052,a07|a09|a10|a13,a09|a13,a07|a10
6053,s06053,s06053,s06053
6054,a01|a07|a08|a09|a10|a11|a13,a01|a09|a11|a13,a07|a08|a10
6055,s06055,s06055,s06055
6056,a01,a01,s06056
6057,s06057,s06057,s06057
6058,a01|a07,a01,a07
6059,a21,a21,s06059
6060,s06060,s06060,s06060
6061,a02,a02,s06061
6062,a01|a05|a07|a09|a19,a01|a05|a09|a19,a07
6063,a01|a05|a07|a08,a01|a05,a07|a08
6064,a01|a05|a07|a40,a01|a05,a07|a40
6065,s06065,s06065,s06065
6066,a01|a05|a08|a11|a12|a13|a14,a01|a05|a11|a13|a14,a08|a12
6067,s06067,s06067,s06067
6068,a07|a10,s06068,a07|a10
6069,a01,a01,s06069
6070,s06070,s06070,s06070
6071,a01,a01,s06071
6072,a01,a01,s06072
6073,s06073,s06073,s06073
6074,s06074,s06074,s06074
6075,s06075,s06075,s06075
6076,a03|a07|a08,a03,a07|a08
6077,s06077,s06077,s06077
6078,s06078,s06078,s06078
6079,a01,a01,s06079
6080,a05,a05,s06080
6081,a01,a01,s06081
6082,a01|a06|a07,a01,a06|a07
6083,s06083,s06083,s06083
6084,a01|a06|a07|a08|a10,a01,a06|a07|a08|a10
6085,s06085,s06085,s06085
6086,s06086,s06086,s06086
6087,a09,a09,s06087
6088,a09|a13,a09|a13,s06088
6089,s06089,s06089,s06089
6090,a19,a19,s06090
6091,s06091,s06091,s06091
6092,s06092,s06092,s06092
6093,a03|a05|a16|a17,a03|a05|a16|a17,s06093
6094,a07|a10,s06094,a07|a10
6095,a07,s06095,a07
6096,a14,a14,s06096
6097,a07|a08|a09|a10,a09,a07|a08|a10
6098,s06098,s06098,s06098
6099,a01|a05|a07|a40,a01|a05,a07|a40
6100,a01|a07|a10,a01,a07|a10
6101,s06101,s06101,s06101
6102,s06102,s06102,s06102
6103,a19,a19,s06103
6104,s06104,s06104,s06104
6105,a01,a01,s06105
6106,s06106,s06106,s06106
6107,s06107,s06107,s06107
6108,a09,a09,s06108
6109,a01,a01,s06109
6110,s06110,s06110,s06110
6111,a19,a19,s06111
6112,s06112,s06112,s06112
6113,a01|a05|a17,a01|a05|a17,s06113
6114,a05|a09|a14,a05|a09|a14,s06114
6115,a01|a06|a07|a08|a10,a01,a06|a07|a08|a10
6116,a01|a05,a01|a05,s06116
6117,s06117,s06117,s06117
6118,a05,a05,s06118
6119,a07|a10,s06119,a07|a10
6120,s06120,s06120,s06120
6121,s06121,s06121,s06121
6122,a09|a11|a37|a43,a09|a11|a37|a43,s06122
6123,a01,a01,s06123
6124,s06124,s06124,s06124
6125,a01|a43,a01|a43,s06125
6126,a01|a05,a01|a05,s06126
6127,a05|a11,a05|a11,s06127
6128,s06128,s06128,s06128
6129,a01,a01,s06129
6130,a07|a10,s06130,a07|a10
6131,a01|a05|a18|a21,a01|a05|a18|a21,s06131
6132,s06132,s06132,s06132
6133,s06133,s06133,s06133
6134,a07,s06134,a07
6135,a01|a05|a19,a01|a05|a19,s06135
6136,a05,a05,s06136
6137,a01,a01,s06137
6138,a08|a16,a16,a08
6139,a01|a07|a10,a01,a07|a10
6140,a01|a05|a07|a08|a10,a01|a05,a07|a08|a10
6141,a01,a01,s06141
6142,a01|a07|a25,a01,a07|a25
6143,s06143,s06143,s06143
6144,a07|a08,s06144,a07|a08
6145,a03|a07|a08,a03,a07|a08
6146,a07,s06146,a07
6147,a01|a37,a01|a37,s06147
6148,s06148,s06148,s06148
6149,s06149,s06149,s06149
6150,s06150,s06150,s06150
6151,a02,a02,s06151
6152,a01,a01,s06152
6153,s06153,s06153,s06153
6154,a01,a01,s06154
6155,a01|a05|a07|a40,a01|a05,a07|a40
6156,s06156,s06156,s06156
6157,a05|a09|a14,a05|a09|a14,s06157
6158,a14,a14,s06158
6159,s06159,s06159,s06159
6160,s06160,s06160,s06160
6161,a03|a05|a16|a17,a03|a05|a16|a17,s06161
6162,s06162,s06162,s06162
6163,a07|a08,s06163,a07|a08
6164,s06164,s06164,s06164
6165,a01|a05|a19,a01|a05|a19,s06165
6166,a07,s06166,a07
6167,a01|a05,a01|a05,s06167
6168,a01|a05|a07|a10|a11,a01|a05|a11,a07|a10
6169,a07|a08,s06169,a07|a08
6170,a01,a01,s06170
6171,a01,a01,s06171
6172,a01|a05|a07|a19,a01|a05|a19,a07
6173,a01|a05|a07|a08|a10,a01|a05,a07|a08|a10
6174,a01|a05|a19,a01|a05|a19,s06174
6175,s06175,s06175,s06175
6176,a01,a01,s06176
6177,s06177,s06177,s06177
6178,a01,a01,s06178
6179,s06179,s06179,s06179
6180,a01|a05,a01|a05,s06180
6181,a01|a09,a01|a09,s06181
6182,s06182,s06182,s06182
6183,a07|a09,a09,a07
6184,a07,s06184,a07
6185,s06185,s06185,s06185
6186,s06186,s06186,s06186
6187,s06187,s06187,s06187
6188,a05,a05,s06188
6189,a01|a05|a19,a01|a05|a19,s06189
6190,a01,a01,s06190
6191,s06191,s06191,s06191
6192,a01,a01,s06192
6193,a09|a11|a37|a43,a09|a11|a37|a43,s06193
6194,a01|a07|a10|a11|a13,a01|a11|a13,a07|a10
6195,s06195,s06195,s06195
6196,a01|a05|a17,a01|a05|a17,s06196
6197,a01,a01,s06197
6198,a01|a07|a08|a09|a10|a11|a13,a01|a09|a11|a13,a07|a08|a10
6199,a01|a07|a16,a01|a16,a07
6200,s06200,s06200,s06200
6201,s06201,s06201,s06201
6202,a01|a07|a25,a01,a07|a25
6203,a05,a05,s06203
6204,s06204,s06204,s06204
6205,s06205,s06205,s06205
6206,a01|a06|a07|a08|a10,a01,a06|a07|a08|a10
6207,a01|a05,a01|a05,s06207
6208,a01,a01,s06208
6209,s06209,s06209,s06209
6210,a01|a05|a07|a10|a11,a01|a05|a11,a07|a10
6211,s06211,s06211,s06211
6212,a06|a10,s06212,a06|a10
6213,s06213,s06213,s06213
6214,a01|a09,a01|a09,s06214
6215,s06215,s06215,s06215
6216,a01|a05|a07|a09|a19,a01|a05|a09|a19,a07
6217,a01|a03|a06|a07|a08|a09|a10|a11|a13|a14|a43,a01|a03|a09|a11|a13|a14|a43,a06|a07|a08|a10
6218,s06218,s06218,s06218
6219,a06|a10,s06219,a06|a10
6220,a07|a10,s06220,a07|a10
6221,a08|a16,a16,a08
6222,a01|a37,a01|a37,s06222
6223,s06223,s06223,s06223
6224,s06224,s06224,s06224
6225,s06225,s06225,s06225
6226,a01,a01,s06226
6227,s06227,s06227,s06227
6228,s06228,s06228,s06228
6229,a01|a05|a07|a09|a19,a01|a05|a09|a19,a07
6230,s06230,s06230,s06230
6231,s06231,s06231,s06231
6232,a01,a01,s06232
6233,a07,s06233,a07
6234,a01,a01,s06234
6235,a01|a05|a19,a01|a05|a19,s06235
6236,a01,a01,s06236
6237,s06237,s06237,s06237
6238,s06238,s06238,s06238
6239,a01|a05|a07|a08,a01|a05,a07|a08
6240,a01|a07|a08|a09|a10|a11|a13,a01|a09|a11|a13,a07|a08|a10
6241,s06241,s06241,s06241
6242,a09|a13,a09|a13,s06242
6243,a09,a09,s06243
6244,s06244,s06244,s06244
6245,s06245,s06245,s06245
6246,a07|a08,s06246,a07|a08
6247,a09|a11,a09|a11,s06247
6248,a01|a05,a01|a05,s06248
6249,a01|a05|a07|a10|a11,a01|a05|a11,a07|a10
6250,a01|a05|a18|a21,a01|a05|a18|a21,s06250
6251,s06251,s06251,s06251
6252,a09|a11,a09|a11,s06252
6253,s06253,s06253,s06253
6254,s06254,s06254,s06254
6255,a01|a07,a01,a07
6256,a01|a07|a16,a01|a16,a07
6257,a01|a05|a18,a01|a05|a18,s06257
6258,a01|a05,a01|a05,s06258
6259,a01,a01,s06259
6260,a01|a07|a10|a11|a13,a01|a11|a13,a07|a10
6261,s06261,s06261,s06261
6262,a01|a43,a01|a43,s06262
6263,a05,a05,s06263
6264,a03|a05|a16|a17,a03|a05|a16|a17,s06264
6265,a01|a05|a10|a19|a25|a34,a01|a05|a19|a34,a10|a25
6266,s06266,s06266,s06266
6267,s06267,s06267,s06267
6268,s06268,s06268,s06268
6269,s06269,s06269,s06269
6270,a05,a05,s06270
6271,s06271,s06271,s06271
6272,s06272,s06272,s06272
6273,s06273,s06273,s06273
6274,s06274,s06274,s06274
6275,s06275,s06275,s06275
6276,a21,a21,s06276
6277,a01|a05|a07|a19,a01|a05|a19,a07
6278,a05,a05,s06278
6279,a01,a01,s06279
6280,s06280,s06280,s06280
6281,s06281,s06281,s06281
6282,a01|a05|a07|a08,a01|a05,a07|a08
6283,s06283,s06283,s06283
6284,a01,a01,s06284
6285,s06285,s06285,s06285
6286,a07|a09,a09,a07
6287,a01|a05|a07|a10,a01|a05,a07|a10
6288,a19,a19,s06288
6289,a01|a07,a01,a07
6290,s06290,s06290,s06290
6291,a01|a37,a01|a37,s06291
6292,a01|a05|a07|a08|a10,a01|a05,a07|a08|a10
6293,s06293,s06293,s06293
6294,s06294,s06294,s06294
6295,a01|a05|a07|a19,a01|a05|a19,a07
6296,s06296,s06296,s06296
6297,a01|a05,a01|a05,s06297
6298,a01|a05|a12|a14|a16,a01|a05|a14|a16,a12
6299,a01|a06|a07,a01,a06|a07
6300,s06300,s06300,s06300
6301,a09|a11|a37|a43,a09|a11|a37|a43,s06301
6302,a01|a05,a01|a05,s06302
6303,s06303,s06303,s06303
6304,s06304,s06304,s06304
6305,s06305,s06305,s06305
6306,a01|a06|a07|a08|a10,a01,a06|a07|a08|a10
6307,s06307,s06307,s06307
6308,a01|a07|a10,a01,a07|a10
6309,s06309,s06309,s06309
6310,a02,a02,s06310
6311,s06311,s06311,s06311
6312,s06312,s06312,s06312
6313,a07|a08,s06313,a07|a08
6314,a01|a05,a01|a05,s06314
6315,s06315,s06315,s06315
6316,s06316,s06316,s06316
6317,a01|a05,a01|a05,s06317
6318,a05|a09|a14,a05|a09|a14,s06318
6319,a25,s06319,a25
6320,a01|a05|a07|a08|a10,a01|a05,a07|a08|a10
6321,a07|a09,a09,a07
6322,a01,a01,s06322
6323,a01|a05|a19,a01|a05|a19,s06323
6324,s06324,s06324,s06324
6325,s06325,s06325,s06325
6326,s06326,s06326,s06326
6327,a05|a14,a05|a14,s06327
6328,a01|a07|a25,a01,a07|a25
6329,a07|a08,s06329,a07|a08
6330,a09|a13,a09|a13,s06330
6331,s06331,s06331,s06331
6332,s06332,s06332,s06332
6333,a01|a05|a14,a01|a05|a14,s06333
6334,a01|a05,a01|a05,s06334
6335,a05,a05,s06335
6336,s06336,s06336,s06336
6337,s06337,s06337,s06337
6338,s06338,s06338,s06338
6339,s06339,s06339,s06339
6340,s06340,s06340,s06340
6341,a07,s06341,a07
6342,s06342,s06342,s06342
6343,s06343,s06343,s06343
6344,a09|a11,a09|a11,s06344
6345,a08|a16,a16,a08
6346,s06346,s06346,s06346
6347,a01,a01,s06347
6348,a01,a01,s06348
6349,s06349,s06349,s06349
6350,a01,a01,s06350
6351,a01,a01,s06351
6352,s06352,s06352,s06352
6353,a09|a11,a09|a11,s06353
6354,a01,a01,s06354
6355,a05,a05,s06355
6356,s06356,s06356,s06356
6357,a11|a24,a11|a24,s06357
6358,a01|a09,a01|a09,s06358
6359,a07|a08|a10,s06359,a07|a08|a10
6360,a07|a10,s06360,a07|a10
6361,s06361,s06361,s06361
6362,a03|a05|a16|a17,a03|a05|a16|a17,s06362
6363,a01,a01,s06363
6364,s06364,s06364,s06364
6365,s06365,s06365,s06365
6366,a01|a16|a19,a01|a16|a19,s06366
6367,s06367,s06367,s06367
6368,a08|a16,a16,a08
6369,a19,a19,s06369
6370,a25,s06370,a25
6371,s06371,s06371,s06371
6372,a05|a14,a05|a14,s06372
6373,s06373,s06373,s06373
6374,a01|a43,a01|a43,s06374
6375,a03|a07|a08,a03,a07|a08
6376,s06376,s06376,s06376
6377,s06377,s06377,s06377
6378,a03|a07|a08,a03,a07|a08
6379,a08|a16,a16,a08
6380,a01|a16|a19,a01|a16|a19,s06380
6381,a02,a02,s06381
6382,s06382,s06382,s06382
6383,a02,a02,s06383
6384,s06384,s06384,s06384
6385,a01,a01,s06385
6386,a21,a21,s06386
6387,s06387,s06387,s06387
6388,a09|a13,a09|a13,s06388
6389,a11|a24,a11|a24,s06389
6390,a09|a13,a09|a13,s06390
6391,a07|a08,s06391,a07|a08
6392,a07|a08,s06392,a07|a08
6393,a05,a05,s06393
6394,s06394,s06394,s06394
6395,s06395,s06395,s06395
6396,a07|a09,a09,a07
6397,a14,a14,s06397
6398,a01|a03|a06|a07|a08|a09|a10|a11|a13|a14|a43,a01|a03|a09|a11|a13|a14|a43,a06|a07|a08|a10
6399,a01|a05|a09|a11|a14|a19|a24|a32|a37|a43,a01|a05|a09|a11|a14|a19|a24|a32|a37|a43,s06399
6400,s06400,s06400,s06400
6401,s06401,s06401,s06401
6402,s06402,s06402,s06402
6403,a01|a09,a01|a09,s06403
6404,s06404,s06404,s06404
6405,a01|a05|a07|a19,a01|a05|a19,a07
6406,a37,a37,s06406
6407,a01|a03|a06|a07|a08|a09|a10|a11|a13|a14|a43,a01|a03|a09|a11|a13|a14|a43,a06|a07|a08|a10
6408,a09|a11|a37|a43,a09|a11|a37|a43,s06408
6409,a01|a16|a19,a01|a16|a19,s06409
6410,a01|a05|a07|a19|a32,a01|a05|a19|a32,a07
6411,a01|a05|a14,a01|a05|a14,s06411
6412,a01|a07|a10|a11|a13,a01|a11|a13,a07|a10
6413,a01|a09,a01|a09,s06413
6414,a07|a08,s06414,a07|a08
6415,a37,a37,s06415
6416,a01|a05|a07|a09|a19,a01|a05|a09|a19,a07
6417,s06417,s06417,s06417
6418,s06418,s06418,s06418
6419,a01|a05|a14,a01|a05|a14,s06419
6420,s06420,s06420,s06420
6421,a05,a05,s06421
6422,a01|a05|a08|a11|a12|a13|a14,a01|a05|a11|a13|a14,a08|a12
6423,s06423,s06423,s06423
6424,s06424,s06424,s06424
6425,s06425,s06425,s06425
6426,s06426,s06426,s06426
6427,a01|a05|a18|a21,a01|a05|a18|a21,s06427
6428,a01|a06|a10|a14|a19,a01|a14|a19,a06|a10
6429,s06429,s06429,s06429
6430,a01|a05|a12|a14|a16,a01|a05|a14|a16,a12
6431,a01|a07|a08|a09|a10|a11|a13,a01|a09|a11|a13,a07|a08|a10
6432,a01|a05|a07|a10|a11,a01|a05|a11,a07|a10
6433,a01|a05|a17,a01|a05|a17,s06433
6434,a05,a05,s06434
6435,s06435,s06435,s06435
6436,a19,a19,s06436
6437,a01,a01,s06437
6438,s06438,s06438,s06438
6439,s06439,s06439,s06439
6440,a03|a07|a08,a03,a07|a08
6441,s06441,s06441,s06441
6442,s06442,s06442,s06442
6443,a01|a07,a01,a07
6444,a02,a02,s06444
6445,a07,s06445,a07
6446,a07,s06446,a07
6447,a01|a05|a14,a01|a05|a14,s06447
6448,a06|a10,s06448,a06|a10
6449,a07|a08,s06449,a07|a08
6450,a01|a05|a07|a10,a01|a05,a07|a10
6451,a01,a01,s06451
6452,a05,a05,s06452
6453,s06453,s06453,s06453
6454,a01|a07,a01,a07
6455,a07|a09,a09,a07
6456,s06456,s06456,s06456
6457,a01,a01,s06457
6458,a01|a07|a25,a01,a07|a25
6459,s06459,s06459,s06459
6460,a01|a16|a19,a01|a16|a19,s06460
6461,s06461,s06461,s06461
6462,s06462,s06462,s06462
6463,a09,a09,s06463
6464,s06464,s06464,s06464
6465,s06465,s06465,s06465
6466,a01,a01,s06466
6467,s06467,s06467,s06467
6468,s06468,s06468,s06468
6469,a01,a01,s06469
6470,a07,s06470,a07
6471,a01|a05,a01|a05,s06471
6472,a07|a08|a10,s06472,a07|a08|a10
6473,a07|a08,s06473,a07|a08
6474,a01,a01,s06474
6475,a07,s06475,a07
6476,s06476,s06476,s06476
6477,s06477,s06477,s06477
6478,a01|a07,a01,a07
6479,a07|a09|a10|a13,a09|a13,a07|a10
6480,a07|a10,s06480,a07|a10
6481,s06481,s06481,s06481
6482,a01|a03|a06|a07|a08|a09|a10|a11|a13|a14|a43,a01|a03|a09|a11|a13|a14|a43,a06|a07|a08|a10
6483,a07|a10,s06483,a07|a10
6484,s06484,s06484,s06484
6485,a01|a06|a07,a01,a06|a07
6486,a01,a01,s06486
6487,s06487,s06487,s06487
6488,s06488,s06488,s06488
6489,s06489,s06489,s06489
6490,a01|a07|a08|a09|a10|a11|a13,a01|a09|a11|a13,a07|a08|a10
6491,a03|a05|a16|a17,a03|a05|a16|a17,s06491
6492,s06492,s06492,s06492
6493,a07|a08|a09|a10,a09,a07|a08|a10
6494,a01|a43,a01|a43,s06494
6495,a01,a01,s06495
6496,a11|a24,a11|a24,s06496
6497,s06497,s06497,s06497
6498,a01|a05,a01|a05,s06498
6499,s06499,s06499,s06499
6500,a07|a08|a10,s06500,a07|a08|a10
6501,s06501,s06501,s06501
6502,a01|a05,a01|a05,s06502
6503,a01|a05,a01|a05,s06503
6504,s06504,s06504,s06504
6505,a01|a05,a01|a05,s06505
6506,s06506,s06506,s06506
6507,s06507,s06507,s06507
6508,a01|a07,a01,a07
6509,a01|a05|a18|a21,a01|a05|a18|a21,s06509
6510,s06510,s06510,s06510
6511,s06511,s06511,s06511
6512,s06512,s06512,s06512
6513,a01|a07|a25,a01,a07|a25
6514,a07|a09,a09,a07
6515,a01|a06|a10|a14|a19,a01|a14|a19,a06|a10
6516,s06516,s06516,s06516
6517,a07|a08,s06517,a07|a08
6518,s06518,s06518,s06518
6519,s06519,s06519,s06519
6520,a01|a05|a18,a01|a05|a18,s06520
6521,a01|a05|a18,a01|a05|a18,s06521
6522,a01|a07|a16,a01|a16,a07
6523,s06523,s06523,s06523
6524,a07,s06524,a07
6525,a11|a24,a11|a24,s06525
6526,a07,s06526,a07
6527,s06527,s06527,s06527
6528,s06528,s06528,s06528
6529,s06529,s06529,s06529
6530,s06530,s06530,s06530
6531,a09,a09,s06531
6532,s06532,s06532,s06532
6533,a02,a02,s06533
6534,a05,a05,s06534
6535,a03|a07|a08,a03,a07|a08
6536,a01|a43,a01|a43,s06536
6537,s06537,s06537,s06537
6538,a08|a16,a16,a08
6539,a01|a06|a07,a01,a06|a07
6540,a01|a05|a07|a08,a01|a05,a07|a08
6541,a09|a11|a37|a43,a09|a11|a37|a43,s06541
6542,a01,a01,s06542
6543,s06543,s06543,s06543
6544,s06544,s06544,s06544
6545,s06545,s06545,s06545
6546,a09|a11,a09|a11,s06546
6547,s06547,s06547,s06547
6548,s06548,s06548,s06548
6549,a07,s06549,a07
6550,a02,a02,s06550
6551,s06551,s06551,s06551
6552,a01|a09,a01|a09,s06552
6553,a01|a05,a01|a05,s06553
6554,a01|a05,a01|a05,s06554
6555,a01|a05|a14,a01|a05|a14,s06555
6556,s06556,s06556,s06556
6557,a14,a14,s06557
6558,s06558,s06558,s06558
6559,s06559,s06559,s06559
6560,a19,a19,s06560
6561,s06561,s06561,s06561
6562,a19,a19,s06562
6563,a07|a08|a10,s06563,a07|a08|a10
6564,a01|a06|a07,a01,a06|a07
6565,a01|a07|a08|a09|a10|a11|a13,a01|a09|a11|a13,a07|a08|a10
6566,a01,a01,s06566
6567,a19,a19,s06567
6568,a01|a07,a01,a07
6569,s06569,s06569,s06569
6570,s06570,s06570,s06570
6571,s06571,s06571,s06571
6572,s06572,s06572,s06572
6573,a01,a01,s06573
6574,s06574,s06574,s06574
6575,a07|a09,a09,a07
6576,a21,a21,s06576
6577,a01,a01,s06577
6578,s06578,s06578,s06578
6579,s06579,s06579,s06579
6580,a01|a07|a10,a01,a07|a10
6581,s06581,s06581,s06581
6582,s06582,s06582,s06582
6583,a06|a10,s06583,a06|a10
6584,a01,a01,s06584
6585,a19,a19,s06585
6586,s06586,s06586,s06586
6587,s06587,s06587,s06587
6588,s06588,s06588,s06588
6589,a09,a09,s06589
6590,s06590,s06590,s06590
6591,a05,a05,s06591
6592,a01,a01,s06592
6593,s06593,s06593,s06593
6594,s06594,s06594,s06594
6595,a01|a05|a07|a10,a01|a05,a07|a10
6596,a01|a07|a10|a11|a13,a01|a11|a13,a07|a10
6597,a01|a05|a07|a08|a10,a01|a05,a07|a08|a10
6598,a01,a01,s06598
6599,a01|a05,a01|a05,s06599
6600,a07,s06600,a07
6601,s06601,s06601,s06601
6602,a01|a05|a07|a19,a01|a05|a19,a07
6603,s06603,s06603,s06603
6604,a01|a05,a01|a05,s06604
6605,a07|a09,a09,a07
