egoid,venues_all,venues_dating,venues_nondating
5332,v0221|v0332|v0665|v1113,s05332,v0221|v0332|v0665|v1113
5333,v0102|v0875,s05333,v0102|v0875
5334,v0221|v0489,v0489,v0221
5335,v0993|v0997|v1183,v0993|v0997|v1183,s05335
5336,s05336,s05336,s05336
5337,v0745|v0955|v0975|v0992|v0998,v0955|v0975|v0992|v0998,v0745
5338,v0096|v0109,v0096,v0109
5339,v0049,s05339,v0049
5340,v0096|v0221|v1113,v0096,v0221|v1113
5341,s05341,s05341,s05341
5342,v0102,s05342,v0102
5343,v0975|v0992,v0975|v0992,s05343
5344,v0195|v0236|v0661|v0960|v0993|v1110,v0993,v0195|v0236|v0661|v0960|v1110
5345,v0509|v1179,s05345,v0509|v1179
5346,v0096|v0221|v0332|v0665|v1113,v0096,v0221|v0332|v0665|v1113
5347,v0331|v0665|v0964|v1005|v1179,s05347,v0331|v0665|v0964|v1005|v1179
5348,s05348,s05348,s05348
5349,v0050|v0077|v0388|v0469|v0491|v0599|v0665|v0863|v0959,s05349,v0050|v0077|v0388|v0469|v0491|v0599|v0665|v0863|v0959
5350,v0049|v0975|v1127,v0975,v0049|v1127
5351,s05351,s05351,s05351
5352,s05352,s05352,s05352
5353,s05353,s05353,s05353
5354,s05354,s05354,s05354
5355,s05355,s05355,s05355
5356,v0096,v0096,s05356
5357,s05357,s05357,s05357
5358,v1110,s05358,v1110
5359,s05359,s05359,s05359
5360,s05360,s05360,s05360
5361,v0975,v0975,s05361
5362,v0923|v1122,s05362,v0923|v1122
5363,v0061|v0975|v0992,v0975|v0992,v0061
5364,v1110,s05364,v1110
5365,v0357,v0357,s05365
5366,v0264,s05366,v0264
5367,s05367,s05367,s05367
5368,v0489|v0975,v0489|v0975,s05368
5369,s05369,s05369,s05369
5370,s05370,s05370,s05370
5371,v0096|v0157|v0575,v0096|v0157|v0575,s05371
5372,s05372,s05372,s05372
5373,v1199,s05373,v1199
5374,v0027|v0661|v0937|v0953,s05374,v0027|v0661|v0937|v0953
5375,v0383,s05375,v0383
5376,s05376,s05376,s05376
5377,v1110,s05377,v1110
5378,s05378,s05378,s05378
5379,v1122,s05379,v1122
5380,v0489,v0489,s05380
5381,v0061|v0391|v0434|v0665|v0996,s05381,v0061|v0391|v0434|v0665|v0996
5382,v0651|v0661|v0993,v0993,v0651|v0661
5383,v0221|v0958|v0975,v0958|v0975,v0221
5384,v1122,s05384,v1122
5385,v0975|v0980|v0993,v0975|v0993,v0980
5386,s05386,s05386,s05386
5387,v0975|v0993,v0975|v0993,s05387
5388,v0300|v0975,v0300|v0975,s05388
5389,v0357|v0977|v0992,v0357|v0992,v0977
5390,v1122|v1199,s05390,v1122|v1199
5391,v0602|v0731,s05391,v0602|v0731
5392,v0102|v0975|v1178,v0975,v0102|v1178
5393,v0391,s05393,v0391
5394,v0102,s05394,v0102
5395,s05395,s05395,s05395
5396,v1116,s05396,v1116
5397,v0489,v0489,s05397
5398,v0560|v0993,v0993,v0560
5399,v0384,s05399,v0384
5400,s05400,s05400,s05400
5401,v0161,s05401,v0161
5402,v0709,v0709,s05402
5403,v1178,s05403,v1178
5404,v0975,v0975,s05404
5405,v0975|v0994,v0975|v0994,s05405
5406,v0701,s05406,v0701
5407,v0087|v0960,s05407,v0087|v0960
5408,v0128|v1007|v1114,s05408,v0128|v1007|v1114
5409,s05409,s05409,s05409
5410,s05410,s05410,s05410
5411,s05411,s05411,s05411
5412,v0925,s05412,v0925
5413,v0507,s05413,v0507
5414,v0661,s05414,v0661
5415,v0050|v0745|v0817|v0960|v1199,s05415,v0050|v0745|v0817|v0960|v1199
5416,v0731|v0875|v1184,s05416,v0731|v0875|v1184
5417,v0975,v0975,s05417
5418,v0087|v0914,s05418,v0087|v0914
5419,v0958|v0975|v0980|v0992|v0993,v0958|v0975|v0992|v0993,v0980
5420,s05420,s05420,s05420
5421,v0701,s05421,v0701
5422,v1122|v1199,s05422,v1122|v1199
5423,v0128|v0222|v0975,v0975,v0128|v0222
5424,s05424,s05424,s05424
5425,s05425,s05425,s05425
5426,v0375|v1137|v1140,s05426,v0375|v1137|v1140
5427,v0560|v0572|v1140,s05427,v0560|v0572|v1140
5428,v0086|v0096|v0221,v0096,v0086|v0221
5429,v0731,s05429,v0731
5430,v0109,s05430,v0109
5431,v0507|v0658|v0960,s05431,v0507|v0658|v0960
5432,s05432,s05432,s05432
5433,v0071|v0560|v1140,s05433,v0071|v0560|v1140
5434,v0109|v0274|v0572|v0661|v0828|v0923|v0960,s05434,v0109|v0274|v0572|v0661|v0828|v0923|v0960
5435,v0096|v0221|v1113,v0096,v0221|v1113
5436,v0447|v0497|v0923,s05436,v0447|v0497|v0923
5437,v0050|v0221|v0274|v0922|v0945|v1141,s05437,v0050|v0221|v0274|v0922|v0945|v1141
5438,v0895|v0937|v1015,s05438,v0895|v0937|v1015
5439,v0391,s05439,v0391
5440,s05440,s05440,s05440
5441,v0929|v1122,s05441,v0929|v1122
5442,v0975|v0993,v0975|v0993,s05442
5443,v0049|v0128|v0405,s05443,v0049|v0128|v0405
5444,v0441|v0658,s05444,v0441|v0658
5445,v0222|v0828,s05445,v0222|v0828
5446,v0541|v0992,v0992,v0541
5447,v0375|v0992,v0992,v0375
5448,v0357|v0811|v0977,v0357|v0811,v0977
5449,s05449,s05449,s05449
5450,v0993,v0993,s05450
5451,v0274|v0661|v0960|v0998,v0998,v0274|v0661|v0960
5452,v0975,v0975,s05452
5453,v0096|v0391,v0096,v0391
5454,v0961|v0992,v0961|v0992,s05454
5455,v0050|v0110,v0110,v0050
5456,v0096|v0665|v1113,v0096,v0665|v1113
5457,v0050|v0440|v0599,s05457,v0050|v0440|v0599
5458,v0508|v0577,s05458,v0508|v0577
5459,v0508,s05459,v0508
5460,v0221,s05460,v0221
5461,v1197,v1197,s05461
5462,v0066,s05462,v0066
5463,v0050|v0375|v0471,s05463,v0050|v0375|v0471
5464,v0027|v0705|v0998,v0998,v0027|v0705
5465,v0444,s05465,v0444
5466,s05466,s05466,s05466
5467,v0851|v0993,v0993,v0851
5468,v1122|v1199,s05468,v1122|v1199
5469,v0114|v0975|v0993,v0975|v0993,v0114
5470,v0384|v0405,s05470,v0384|v0405
5471,v0665,s05471,v0665
5472,v0992,v0992,s05472
5473,s05473,s05473,s05473
5474,v0128|v0489|v0693|v0993,v0489|v0693|v0993,v0128
5475,v0284,s05475,v0284
5476,s05476,s05476,s05476
5477,v0992,v0992,s05477
5478,v0464|v0923|v0925|v0992,v0992,v0464|v0923|v0925
5479,s05479,s05479,s05479
5480,v0993,v0993,s05480
5481,v0993,v0993,s05481
5482,v0993,v0993,s05482
5483,v0701,s05483,v0701
5484,v0661|v0750,s05484,v0661|v0750
5485,v0509,s05485,v0509
5486,v0050|v0828,s05486,v0050|v0828
5487,s05487,s05487,s05487
5488,v0312,s05488,v0312
5489,v0221|v0489,v0489,v0221
5490,s05490,s05490,s05490
5491,v0923,s05491,v0923
5492,v0993,v0993,s05492
5493,s05493,s05493,s05493
5494,v0128|v1007,s05494,v0128|v1007
5495,v0961|v0975|v0992,v0961|v0975|v0992,s05495
5496,v0109,s05496,v0109
5497,v0391,s05497,v0391
5498,v0340|v0835|v0915|v1065,v0340|v1065,v0835|v0915
5499,v0061|v0975|v0992,v0975|v0992,v0061
5500,v0895|v0953|v0960,s05500,v0895|v0953|v0960
5501,v0661,s05501,v0661
5502,v0390|v0395|v0687|v0731,s05502,v0390|v0395|v0687|v0731
5503,v0804|v0875,s05503,v0804|v0875
5504,s05504,s05504,s05504
5505,v0502,s05505,v0502
5506,v0375|v1199,s05506,v0375|v1199
5507,v0975,v0975,s05507
5508,v0035,s05508,v0035
5509,v0096|v0222|v0923,v0096,v0222|v0923
5510,v0960|v1110,s05510,v0960|v1110
5511,v1003,s05511,v1003
5512,v0222|v0375|v0390|v0684|v0799|v0855|v0999,v0684,v0222|v0375|v0390|v0799|v0855|v0999
5513,v0469|v0793|v0992|v1204,v0992,v0469|v0793|v1204
5514,v0651|v0757|v0828|v0843,v0843,v0651|v0757|v0828
5515,v0078,s05515,v0078
5516,v0384,s05516,v0384
5517,v0096,v0096,s05517
5518,v0924|v0993|v1113,v0993,v0924|v1113
5519,v0049|v0222|v0363|v0975,v0975,v0049|v0222|v0363
5520,v0087|v0576|v0960,s05520,v0087|v0576|v0960
5521,v0974,v0974,s05521
5522,v0925,s05522,v0925
5523,v0507|v0661|v0960,s05523,v0507|v0661|v0960
5524,s05524,s05524,s05524
5525,v0221|v0332|v0343|v0665|v1113,v0343,v0221|v0332|v0665|v1113
5526,v0221|v0236|v0331|v0406|v0507|v0680|v0960|v1139,s05526,v0221|v0236|v0331|v0406|v0507|v0680|v0960|v1139
5527,s05527,s05527,s05527
5528,v0661|v0960,s05528,v0661|v0960
5529,v0299|v0992,v0299|v0992,s05529
5530,s05530,s05530,s05530
5531,v1003,s05531,v1003
5532,v0960|v1199,s05532,v0960|v1199
5533,v0109,s05533,v0109
5534,v0992,v0992,s05534
5535,s05535,s05535,s05535
5536,v0560|v0665|v0975,v0975,v0560|v0665
5537,v0603|v0960|v1005,s05537,v0603|v0960|v1005
5538,v1122|v1199,s05538,v1122|v1199
5539,s05539,s05539,s05539
5540,v0102|v0731|v1178,s05540,v0102|v0731|v1178
5541,s05541,s05541,s05541
5542,s05542,s05542,s05542
5543,v0391,s05543,v0391
5544,v0958|v0975|v0993,v0958|v0975|v0993,s05544
5545,v0221,s05545,v0221
5546,v0312|v0333|v0992,v0992,v0312|v0333
5547,s05547,s05547,s05547
5548,s05548,s05548,s05548
5549,v0975,v0975,s05549
5550,v0975,v0975,s05550
5551,v1111,s05551,v1111
5552,v1110,s05552,v1110
5553,v0050|v0221|v0508|v0945,s05553,v0050|v0221|v0508|v0945
5554,v0251|v1013,v1013,v0251
5555,v0959,s05555,v0959
5556,v0900,v0900,s05556
5557,s05557,s05557,s05557
5558,v0960,s05558,v0960
5559,v0701,s05559,v0701
5560,s05560,s05560,s05560
5561,v0960|v1204,s05561,v0960|v1204
5562,v0992,v0992,s05562
5563,v0730|v1140,s05563,v0730|v1140
5564,s05564,s05564,s05564
5565,v1122|v1199,s05565,v1122|v1199
5566,v0221|v0406|v0489|v1139,v0489,v0221|v0406|v1139
5567,s05567,s05567,s05567
5568,v0735,s05568,v0735
5569,v0343,v0343,s05569
5570,s05570,s05570,s05570
5571,v0384,s05571,v0384
5572,v1122,s05572,v1122
5573,v0049|v0994|v1111,v0994,v0049|v1111
5574,v0340|v0478|v0858|v0992|v1104,v0340|v0478|v0858|v0992,v1104
5575,v0384,s05575,v0384
5576,v0221,s05576,v0221
5577,s05577,s05577,s05577
5578,v0004|v1104,s05578,v0004|v1104
5579,v0195|v0661|v0900|v0960|v0993|v0996|v1110|v1111,v0900|v0993,v0195|v0661|v0960|v0996|v1110|v1111
5580,s05580,s05580,s05580
5581,s05581,s05581,s05581
5582,v0071|v1110,s05582,v0071|v1110
5583,v0389|v0390|v0687|v0731|v0737,s05583,v0389|v0390|v0687|v0731|v0737
5584,v0661|v0960,s05584,v0661|v0960
5585,v0002,s05585,v0002
5586,s05586,s05586,s05586
5587,s05587,s05587,s05587
5588,v0049,s05588,v0049
5589,v0087|v0647,s05589,v0087|v0647
5590,v0464|v0923,s05590,v0464|v0923
5591,s05591,s05591,s05591
5592,v0924,s05592,v0924
5593,v0992,v0992,s05593
5594,s05594,s05594,s05594
5595,s05595,s05595,s05595
5596,v0061|v0993,v0993,v0061
5597,s05597,s05597,s05597
5598,s05598,s05598,s05598
5599,v0489|v0793,v0489,v0793
5600,v0096,v0096,s05600
5601,v0804,s05601,v0804
5602,v0250|v0923|v1122,s05602,v0250|v0923|v1122
5603,v0455,s05603,v0455
5604,v0128|v0222,s05604,v0128|v0222
5605,v0221|v0665|v0974|v1113,v0974,v0221|v0665|v1113
5606,v0391,s05606,v0391
5607,v0609|v0793,v0609,v0793
5608,v0343,v0343,s05608
5609,v0110|v0975,v0110|v0975,s05609
5610,v0096|v0221|v1164,v0096,v0221|v1164
5611,s05611,s05611,s05611
5612,s05612,s05612,s05612
5613,s05613,s05613,s05613
5614,v0049|v0128|v0295,s05614,v0049|v0128|v0295
5615,v0061|v0087|v0177|v0391|v0665,s05615,v0061|v0087|v0177|v0391|v0665
5616,v0507|v0994|v1199,v0994,v0507|v1199
5617,v0102|v0731|v1178,s05617,v0102|v0731|v1178
5618,v0665,s05618,v0665
5619,v0274|v0464|v0828|v0924|v0960|v1110,s05619,v0274|v0464|v0828|v0924|v0960|v1110
5620,v0114|v0862|v0975|v0993,v0975|v0993,v0114|v0862
5621,v0517,s05621,v0517
5622,v0262|v0975,v0975,v0262
5623,v0097|v0271|v0855|v1113,s05623,v0097|v0271|v0855|v1113
5624,s05624,s05624,s05624
5625,v0222|v0331|v1179,s05625,v0222|v0331|v1179
5626,v0096|v0993,v0096|v0993,s05626
5627,v0357,v0357,s05627
5628,v0096,v0096,s05628
5629,v0391|v0560|v1140,s05629,v0391|v0560|v1140
5630,v0975|v0993,v0975|v0993,s05630
5631,s05631,s05631,s05631
5632,s05632,s05632,s05632
5633,v0191,v0191,s05633
5634,v1110,s05634,v1110
5635,v1199,s05635,v1199
5636,v0110|v0975,v0110|v0975,s05636
5637,v0096|v0391,v0096,v0391
5638,v1124,s05638,v1124
5639,v0582|v1003,s05639,v0582|v1003
5640,v0384|v0661|v0959|v0960,s05640,v0384|v0661|v0959|v0960
5641,v0391|v0552,v0552,v0391
5642,v0384|v0960,s05642,v0384|v0960
5643,v0087|v0274|v0661|v0960|v0992,v0992,v0087|v0274|v0661|v0960
5644,v0096|v0300|v0924,v0096|v0300,v0924
5645,v0061|v0975,v0975,v0061
5646,v0447|v0497|v1137,s05646,v0447|v0497|v1137
5647,v0504,v0504,s05647
5648,v0567|v1228,s05648,v0567|v1228
5649,v0109|v0440|v0804,s05649,v0109|v0440|v0804
5650,s05650,s05650,s05650
5651,v0661|v0895|v1074,s05651,v0661|v0895|v1074
5652,s05652,s05652,s05652
5653,s05653,s05653,s05653
5654,v0389|v1164,s05654,v0389|v1164
5655,s05655,s05655,s05655
5656,v0221,s05656,v0221
5657,v0049|v0393,s05657,v0049|v0393
5658,v0661|v0959|v0960|v1122,s05658,v0661|v0959|v0960|v1122
5659,s05659,s05659,s05659
5660,v1199,s05660,v1199
5661,v0992,v0992,s05661
5662,s05662,s05662,s05662
5663,s05663,s05663,s05663
5664,v0299|v0992,v0299|v0992,s05664
5665,s05665,s05665,s05665
5666,v1000,v1000,s05666
5667,v0923|v0993,v0993,v0923
5668,v1186,s05668,v1186
5669,s05669,s05669,s05669
5670,v0050|v0375|v0959,s05670,v0050|v0375|v0959
5671,v0970,s05671,v0970
5672,v0010|v0389|v0390|v0915,s05672,v0010|v0389|v0390|v0915
5673,v0230|v0473|v0992|v0998,v0992|v0998,v0230|v0473
5674,s05674,s05674,s05674
5675,s05675,s05675,s05675
5676,s05676,s05676,s05676
5677,v0109|v0110|v0610|v0975|v0994,v0110|v0975|v0994,v0109|v0610
5678,v0096|v1199,v0096,v1199
5679,v0387|v0389,s05679,v0387|v0389
5680,v0096|v0489,v0096|v0489,s05680
5681,v1110,s05681,v1110
5682,v0274|v1189,s05682,v0274|v1189
5683,v0658|v0993|v0994|v1183,v0993|v0994|v1183,v0658
5684,v0975|v0992,v0975|v0992,s05684
5685,v0027|v0799|v0998,v0998,v0027|v0799
5686,v0245|v0998,v0245|v0998,s05686
5687,v1122|v1199,s05687,v1122|v1199
5688,v0357|v0811,v0357|v0811,s05688
5689,v0102,s05689,v0102
5690,v0312,s05690,v0312
5691,v0992|v0993,v0992|v0993,s05691
5692,v0097|v1199,s05692,v0097|v1199
5693,v0049|v0393,s05693,v0049|v0393
5694,v0582|v1003,s05694,v0582|v1003
5695,v0992|v0993,v0992|v0993,s05695
5696,v1199,s05696,v1199
5697,v0992|v0993,v0992|v0993,s05697
5698,s05698,s05698,s05698
5699,s05699,s05699,s05699
5700,v0469,s05700,v0469
5701,v0994|v1199,v0994,v1199
5702,v0565,s05702,v0565
5703,s05703,s05703,s05703
5704,v0489,v0489,s05704
5705,v0583,s05705,v0583
5706,v0231|v0270,s05706,v0231|v0270
5707,v0375|v0925,s05707,v0375|v0925
5708,s05708,s05708,s05708
5709,v0375|v0993,v0993,v0375
5710,v0128,s05710,v0128
5711,v0958,v0958,s05711
5712,v0709,v0709,s05712
5713,s05713,s05713,s05713
5714,s05714,s05714,s05714
5715,v0375|v0471,s05715,v0375|v0471
5716,s05716,s05716,s05716
5717,v1110,s05717,v1110
5718,v0388,s05718,v0388
5719,v0109|v0300|v0993,v0300|v0993,v0109
5720,v0975,v0975,s05720
5721,v0384,s05721,v0384
5722,v0924,s05722,v0924
5723,s05723,s05723,s05723
5724,v0096|v0157|v1113,v0096|v0157,v1113
5725,v0097|v0333|v0731|v0855,s05725,v0097|v0333|v0731|v0855
5726,v0097,s05726,v0097
5727,v0061|v0992,v0992,v0061
5728,v0958|v0975,v0958|v0975,s05728
5729,s05729,s05729,s05729
5730,s05730,s05730,s05730
5731,s05731,s05731,s05731
5732,v1122|v1199,s05732,v1122|v1199
5733,v0049,s05733,v0049
5734,s05734,s05734,s05734
5735,s05735,s05735,s05735
5736,s05736,s05736,s05736
5737,s05737,s05737,s05737
5738,v0647,s05738,v0647
5739,v0960|v1051,s05739,v0960|v1051
5740,v0300|v0994,v0300|v0994,s05740
5741,v0582|v1003,s05741,v0582|v1003
5742,v0665|v0975|v0993|v1113|v1189,v0975|v0993,v0665|v1113|v1189
5743,s05743,s05743,s05743
5744,v0975,v0975,s05744
5745,v0050|v0097,s05745,v0050|v0097
5746,v0110|v0975,v0110|v0975,s05746
5747,v0096|v0321|v0552|v0975,v0096|v0552|v0975,v0321
5748,s05748,s05748,s05748
5749,v1199,s05749,v1199
5750,v0221|v0665|v0998,v0998,v0221|v0665
5751,v0975,v0975,s05751
5752,s05752,s05752,s05752
5753,v0110|v0993,v0110|v0993,s05753
5754,v0665,s05754,v0665
5755,v0087,s05755,v0087
5756,s05756,s05756,s05756
5757,s05757,s05757,s05757
5758,s05758,s05758,s05758
5759,v0582|v1003,s05759,v0582|v1003
5760,s05760,s05760,s05760
5761,s05761,s05761,s05761
5762,v0128|v0134,s05762,v0128|v0134
5763,s05763,s05763,s05763
5764,v0958,v0958,s05764
5765,v0049|v0994,v0994,v0049
5766,s05766,s05766,s05766
5767,v0507|v0958|v0980|v0993,v0958|v0993,v0507|v0980
5768,v0096|v0221|v1164,v0096,v0221|v1164
5769,v0384|v0960,s05769,v0384|v0960
5770,v0102|v0731,s05770,v0102|v0731
5771,s05771,s05771,s05771
5772,v0221|v0599|v0996,s05772,v0221|v0599|v0996
5773,s05773,s05773,s05773
5774,v0284,s05774,v0284
5775,v0960|v0993,v0993,v0960
5776,v0466|v0993,v0993,v0466
5777,s05777,s05777,s05777
5778,s05778,s05778,s05778
5779,v0517,s05779,v0517
5780,v0049|v0431|v1122,s05780,v0049|v0431|v1122
5781,v0709,v0709,s05781
5782,s05782,s05782,s05782
5783,v0974,v0974,s05783
5784,s05784,s05784,s05784
5785,v1003,s05785,v1003
5786,v0464|v0661|v0895|v0953,s05786,v0464|v0661|v0895|v0953
5787,v0994,v0994,s05787
5788,v0096|v0357|v0441|v0993|v1141,v0096|v0357|v0993,v0441|v1141
5789,v0195|v0236|v0603|v0661|v0900|v0960|v1110,v0900,v0195|v0236|v0603|v0661|v0960|v1110
5790,v0975|v1071,v0975,v1071
5791,v0489,v0489,s05791
5792,v0924,s05792,v0924
5793,s05793,s05793,s05793
5794,v0975|v1013|v1194,v0975|v1013,v1194
5795,v0647|v0998,v0998,v0647
5796,s05796,s05796,s05796
5797,v0999,s05797,v0999
5798,v0508|v0924|v0960|v1136,s05798,v0508|v0924|v0960|v1136
5799,v0391,s05799,v0391
5800,s05800,s05800,s05800
5801,v0096,v0096,s05801
5802,v0481|v0958|v0975|v0993,v0958|v0975|v0993,v0481
5803,s05803,s05803,s05803
5804,v0851|v0958|v0993,v0958|v0993,v0851
5805,v0375|v0471,s05805,v0375|v0471
5806,v0096|v0312|v0805,v0096,v0312|v0805
5807,v0114,s05807,v0114
5808,v0998,v0998,s05808
5809,v0960|v1005,s05809,v0960|v1005
5810,v0300|v0994,v0300|v0994,s05810
5811,v0177|v0560|v0993|v1140,v0993,v0177|v0560|v1140
5812,v0993|v0994|v0997|v1183,v0993|v0994|v0997|v1183,s05812
5813,v0960,s05813,v0960
5814,v0331|v0441|v0751|v1179,s05814,v0331|v0441|v0751|v1179
5815,v0974|v0975|v0993|v1182,v0974|v0975|v0993,v1182
5816,v0096|v0111|v0222|v0960|v0975,v0096|v0975,v0111|v0222|v0960
5817,s05817,s05817,s05817
5818,s05818,s05818,s05818
5819,v0168|v0804|v1158,s05819,v0168|v0804|v1158
5820,v0489,v0489,s05820
5821,v0958,v0958,s05821
5822,v0384,s05822,v0384
5823,s05823,s05823,s05823
5824,v0731,s05824,v0731
5825,v0110|v0975|v0994,v0110|v0975|v0994,s05825
5826,s05826,s05826,s05826
5827,v0050|v0375|v0828,s05827,v0050|v0375|v0828
5828,v0399,s05828,v0399
5829,s05829,s05829,s05829
5830,v0958|v0993,v0958|v0993,s05830
5831,s05831,s05831,s05831
5832,v0096|v0109|v0507,v0096,v0109|v0507
5833,s05833,s05833,s05833
5834,v0992|v0998|v1074|v1228,v0992|v0998,v1074|v1228
5835,s05835,s05835,s05835
5836,s05836,s05836,s05836
5837,v0384,s05837,v0384
5838,v0321|v0340|v0835|v0975|v1013,v0340|v0975|v1013,v0321|v0835
5839,s05839,s05839,s05839
5840,v0998|v1071|v1074,v0998,v1071|v1074
5841,v1122|v1199,s05841,v1122|v1199
5842,v0974|v0975|v0993,v0974|v0975|v0993,s05842
5843,v0489,v0489,s05843
5844,v0050|v0222|v0375|v1140,s05844,v0050|v0222|v0375|v1140
5845,v0161,s05845,v0161
5846,s05846,s05846,s05846
5847,v0455,s05847,v0455
5848,v0993,v0993,s05848
5849,v0993,v0993,s05849
5850,v0102|v0805|v0828,s05850,v0102|v0805|v0828
5851,s05851,s05851,s05851
5852,s05852,s05852,s05852
5853,s05853,s05853,s05853
5854,s05854,s05854,s05854
5855,v0992,v0992,s05855
5856,v0773,v0773,s05856
5857,v0958|v0993,v0958|v0993,s05857
5858,v0466|v0891,s05858,v0466|v0891
5859,v0002|v0561|v0583,s05859,v0002|v0561|v0583
5860,s05860,s05860,s05860
5861,s05861,s05861,s05861
5862,s05862,s05862,s05862
5863,v0992,v0992,s05863
5864,v0207,s05864,v0207
5865,v0925,s05865,v0925
5866,v0828,s05866,v0828
5867,v0975,v0975,s05867
5868,v0050|v0071|v0555|v0615,s05868,v0050|v0071|v0555|v0615
5869,s05869,s05869,s05869
5870,v0489,v0489,s05870
5871,v0102,s05871,v0102
5872,s05872,s05872,s05872
5873,v0992,v0992,s05873
5874,v0567|v0658|v0999|v1228,s05874,v0567|v0658|v0999|v1228
5875,s05875,s05875,s05875
5876,v0489,v0489,s05876
5877,v1228,s05877,v1228
5878,v0924,s05878,v0924
5879,v0384,s05879,v0384
5880,v1199,s05880,v1199
5881,v0550|v0943,v0550|v0943,s05881
5882,s05882,s05882,s05882
5883,v0960,s05883,v0960
5884,v0087|v0960|v0993,v0993,v0087|v0960
5885,v0077|v0152|v0388|v0665|v0851|v1140,s05885,v0077|v0152|v0388|v0665|v0851|v1140
5886,v0701,s05886,v0701
5887,v0389|v0390|v0731|v1190,s05887,v0389|v0390|v0731|v1190
5888,s05888,s05888,s05888
5889,v0975,v0975,s05889
5890,s05890,s05890,s05890
5891,v0994|v0998,v0994|v0998,s05891
5892,v0960|v1005,s05892,v0960|v1005
5893,v0875|v0959,s05893,v0875|v0959
5894,s05894,s05894,s05894
5895,v0661|v0938,s05895,v0661|v0938
5896,v0992,v0992,s05896
5897,s05897,s05897,s05897
5898,v0854,s05898,v0854
5899,v0489,v0489,s05899
5900,v0923|v0993,v0993,v0923
5901,v0241|v0575|v1178,v0575,v0241|v1178
5902,s05902,s05902,s05902
5903,v0508,s05903,v0508
5904,v0440|v0804,s05904,v0440|v0804
5905,s05905,s05905,s05905
5906,v0994,v0994,s05906
5907,v0264,s05907,v0264
5908,v0391|v0663,v0663,v0391
5909,s05909,s05909,s05909
5910,v0992,v0992,s05910
5911,v0096,v0096,s05911
5912,v0221,s05912,v0221
5913,v0102|v0731|v0994,v0994,v0102|v0731
5914,v0804,s05914,v0804
5915,v0958|v0975,v0958|v0975,s05915
5916,v0096,v0096,s05916
5917,v0375|v0722,s05917,v0375|v0722
5918,v0993,v0993,s05918
5919,v0331|v0754|v0804|v1179,s05919,v0331|v0754|v0804|v1179
5920,v0177|v0299|v0556|v0975,v0299|v0975,v0177|v0556
5921,s05921,s05921,s05921
5922,s05922,s05922,s05922
5923,v0507|v0665,s05923,v0507|v0665
5924,v0128|v1122,s05924,v0128|v1122
5925,v0027|v0061|v0087|v0391|v0665,s05925,v0027|v0061|v0087|v0391|v0665
5926,s05926,s05926,s05926
5927,v0096|v0111|v0661|v0992|v0993,v0096|v0992|v0993,v0111|v0661
5928,v0393,s05928,v0393
5929,v0033|v0111|v0331|v0809|v1179,s05929,v0033|v0111|v0331|v0809|v1179
5930,s05930,s05930,s05930
5931,v0975,v0975,s05931
5932,v0221|v0509,s05932,v0221|v0509
5933,v0391,s05933,v0391
5934,v0087|v0661|v0960,s05934,v0087|v0661|v0960
5935,v0300|v0993,v0300|v0993,s05935
5936,v0138|v0469|v0793|v0855,v0138,v0469|v0793|v0855
5937,v0974|v0992,v0974|v0992,s05937
5938,v1199,s05938,v1199
5939,v0343|v0975,v0343|v0975,s05939
5940,v0096|v0221|v1113,v0096,v0221|v1113
5941,v0881,s05941,v0881
5942,v0312|v0821|v0998,v0998,v0312|v0821
5943,v0975|v0992|v0993|v0998,v0975|v0992|v0993|v0998,s05943
5944,v0233|v0975|v0992,v0975|v0992,v0233
5945,v0110|v0975,v0110|v0975,s05945
5946,v0097|v0271|v1113,s05946,v0097|v0271|v1113
5947,v0299|v0975|v0993|v1127,v0299|v0975|v0993,v1127
5948,v0975|v1000,v0975|v1000,s05948
5949,v0295,s05949,v0295
5950,v0875,s05950,v0875
5951,v0375|v0975,v0975,v0375
5952,v0938|v0959,s05952,v0938|v0959
5953,v0050|v0753|v0978|v0993|v1179,v0993,v0050|v0753|v0978|v1179
5954,v0340|v0473|v0843,v0340|v0843,v0473
5955,v0959,s05955,v0959
5956,v0701,s05956,v0701
5957,s05957,s05957,s05957
5958,v0050|v0119|v0160|v0221|v1141,s05958,v0050|v0119|v0160|v0221|v1141
5959,s05959,s05959,s05959
5960,v0291|v0357|v0993|v1141,v0357|v0993,v0291|v1141
5961,v0489,v0489,s05961
5962,s05962,s05962,s05962
5963,v0661|v0959|v0960,s05963,v0661|v0959|v0960
5964,s05964,s05964,s05964
5965,v1122,s05965,v1122
5966,v0508|v0577,s05966,v0508|v0577
5967,v0446,s05967,v0446
5968,s05968,s05968,s05968
5969,v0061|v0391|v0464|v0665,s05969,v0061|v0391|v0464|v0665
5970,v0043|v0102|v0340|v0858|v0993|v0994,v0340|v0858|v0993|v0994,v0043|v0102
5971,v0384,s05971,v0384
5972,v0102,s05972,v0102
5973,v0087|v0999,s05973,v0087|v0999
5974,s05974,s05974,s05974
5975,v0925|v1056,s05975,v0925|v1056
5976,v0109|v0828,s05976,v0109|v0828
5977,v0960,s05977,v0960
5978,v0111|v0260|v0886|v0917|v0992|v0998,v0260|v0917|v0992|v0998,v0111|v0886
5979,v0102,s05979,v0102
5980,v0109|v0924|v0993,v0993,v0109|v0924
5981,v0384,s05981,v0384
5982,v0375|v0975,v0975,v0375
5983,s05983,s05983,s05983
