,numeric_id,egoid,race_ethnicity,agerange,demographic_bucket,demo_desc,age,empirical_egos_list,assigned_empego_for_venues,assigned_empego,venue_list,init_ser_cat,init_cas_cat,init_pers_cat,any_serious,assigned_empego_rel,appslist_rel,assigned_empego_norel,appslist_norel,appslist
89,5213,s05213,blackNH,21to29,4,B/21+,27.2,"['e002', 'e004', 'e006', 'e007', 'e008', 'e013', 'e039', 'e040', 'e063', 'e070', 'e075', 'e081', 'e086', 'e093', 'e094', 'e096', 'e097', 'e099', 'e100', 'e105', 'e115', 'e121', 'e128', 'e133', 'e134', 'e137', 'e140', 'e148', 'e149', 'e153', 'e154', 'e155', 'e156', 'e157', 'e160', 'e164', 'e166', 'e171', 'e181', 'e184', 'e192', 'e193', 'e195', 'e197', 'e198', 'e199', 'e200', 'e202', 'e203', 'e204', 'e205', 'e206', 'e207', 'e208', 'e209', 'e211', 'e212', 'e214', 'e215', 'e216', 'e220', 'e223', 'e227', 'e229', 'e230', 'e233', 'e234', 'e235', 'e237', 'e238', 'e240', 'e242', 'e244', 'e246', 'e248', 'e254', 'e259', 'e265', 'e266', 'e268', 'e272', 'e278', 'e293', 'e294', 'e295', 'e315', 'e320', 'e325', 'e326', 'e333', 'e337', 'e339', 'e341', 'e342', 'e351', 'e357', 'e358', 'e360', 'e361', 'e364', 'e370', 'e372', 'e375', 'e380', 'e384', 'e388', 'e391', 'e396', 'e413', 'e417', 'e422', 'e426', 'e430', 'e437', 'e438', 'e439', 'e443', 'e444', 'e446', 'e449', 'e455', 'e456', 'e463', 'e464', 'e465', 'e471', 'e488', 'e490', 'e491', 'e492', 'e494', 'e495', 'e496', 'e497', 'e498', 'e499', 'e500', 'e502', 'e503', 'e504', 'e505', 'e509', 'e510', 'e511', 'e512', 'e513', 'e514', 'e515', 'e517', 'e521', 'e522', 'e523', 'e524', 'e525', 'e526', 'e535', 'e538', 'e540', 'e541', 'e543', 'e545', 'e548', 'e549', 'e550', 'e552', 'e553', 'e554', 'e557', 'e565', 'e572', 'e573', 'e575', 'e589', 'e591', 'e592', 'e595', 'e598', 'e599', 'e600', 'e603', 'e607', 'e608', 'e610', 'e611', 'e614', 'e615', 'e616', 'e619', 'e620', 'e626', 'e628', 'e638', 'e639']",e557,e557,v0661|v0895|v0937|v0953|v0960|v0992|v1015,0,0,0,1,e013,a05,e557,a07|a09,a05
264,5223,s05223,blackNH,21to29,4,B/21+,25.95890410958904,"['e002', 'e004', 'e006', 'e007', 'e008', 'e013', 'e039', 'e040', 'e063', 'e070', 'e075', 'e081', 'e086', 'e093', 'e094', 'e096', 'e097', 'e099', 'e100', 'e105', 'e115', 'e121', 'e128', 'e133', 'e134', 'e137', 'e140', 'e148', 'e149', 'e153', 'e154', 'e155', 'e156', 'e157', 'e160', 'e164', 'e166', 'e171', 'e181', 'e184', 'e192', 'e193', 'e195', 'e197', 'e198', 'e199', 'e200', 'e202', 'e203', 'e204', 'e205', 'e206', 'e207', 'e208', 'e209', 'e211', 'e212', 'e214', 'e215', 'e216', 'e220', 'e223', 'e227', 'e229', 'e230', 'e233', 'e234', 'e235', 'e237', 'e238', 'e240', 'e242', 'e244', 'e246', 'e248', 'e254', 'e259', 'e265', 'e266', 'e268', 'e272', 'e278', 'e293', 'e294', 'e295', 'e315', 'e320', 'e325', 'e326', 'e333', 'e337', 'e339', 'e341', 'e342', 'e351', 'e357', 'e358', 'e360', 'e361', 'e364', 'e370', 'e372', 'e375', 'e380', 'e384', 'e388', 'e391', 'e396', 'e413', 'e417', 'e422', 'e426', 'e430', 'e437', 'e438', 'e439', 'e443', 'e444', 'e446', 'e449', 'e455', 'e456', 'e463', 'e464', 'e465', 'e471', 'e488', 'e490', 'e491', 'e492', 'e494', 'e495', 'e496', 'e497', 'e498', 'e499', 'e500', 'e502', 'e503', 'e504', 'e505', 'e509', 'e510', 'e511', 'e512', 'e513', 'e514', 'e515', 'e517', 'e521', 'e522', 'e523', 'e524', 'e525', 'e526', 'e535', 'e538', 'e540', 'e541', 'e543', 'e545', 'e548', 'e549', 'e550', 'e552', 'e553', 'e554', 'e557', 'e565', 'e572', 'e573', 'e575', 'e589', 'e591', 'e592', 'e595', 'e598', 'e599', 'e600', 'e603', 'e607', 'e608', 'e610', 'e611', 'e614', 'e615', 'e616', 'e619', 'e620', 'e626', 'e628', 'e638', 'e639']",e234,e234,v0102|v0929|v1122,1+,0,1,1,e511,a01|a07|a08|a09|a10|a11|a13,e234,s05223,a01|a07|a08|a09|a10|a11|a13
445,5234,s05234,blackNH,21to29,4,B/21+,23.413698630136988,"['e002', 'e004', 'e006', 'e007', 'e008', 'e013', 'e039', 'e040', 'e063', 'e070', 'e075', 'e081', 'e086', 'e093', 'e094', 'e096', 'e097', 'e099', 'e100', 'e105', 'e115', 'e121', 'e128', 'e133', 'e134', 'e137', 'e140', 'e148', 'e149', 'e153', 'e154', 'e155', 'e156', 'e157', 'e160', 'e164', 'e166', 'e171', 'e181', 'e184', 'e192', 'e193', 'e195', 'e197', 'e198', 'e199', 'e200', 'e202', 'e203', 'e204', 'e205', 'e206', 'e207', 'e208', 'e209', 'e211', 'e212', 'e214', 'e215', 'e216', 'e220', 'e223', 'e227', 'e229', 'e230', 'e233', 'e234', 'e235', 'e237', 'e238', 'e240', 'e242', 'e244', 'e246', 'e248', 'e254', 'e259', 'e265', 'e266', 'e268', 'e272', 'e278', 'e293', 'e294', 'e295', 'e315', 'e320', 'e325', 'e326', 'e333', 'e337', 'e339', 'e341', 'e342', 'e351', 'e357', 'e358', 'e360', 'e361', 'e364', 'e370', 'e372', 'e375', 'e380', 'e384', 'e388', 'e391', 'e396', 'e413', 'e417', 'e422', 'e426', 'e430', 'e437', 'e438', 'e439', 'e443', 'e444', 'e446', 'e449', 'e455', 'e456', 'e463', 'e464', 'e465', 'e471', 'e488', 'e490', 'e491', 'e492', 'e494', 'e495', 'e496', 'e497', 'e498', 'e499', 'e500', 'e502', 'e503', 'e504', 'e505', 'e509', 'e510', 'e511', 'e512', 'e513', 'e514', 'e515', 'e517', 'e521', 'e522', 'e523', 'e524', 'e525', 'e526', 'e535', 'e538', 'e540', 'e541', 'e543', 'e545', 'e548', 'e549', 'e550', 'e552', 'e553', 'e554', 'e557', 'e565', 'e572', 'e573', 'e575', 'e589', 'e591', 'e592', 'e595', 'e598', 'e599', 'e600', 'e603', 'e607', 'e608', 'e610', 'e611', 'e614', 'e615', 'e616', 'e619', 'e620', 'e626', 'e628', 'e638', 'e639']",e006,e006,v0004|v0032|v0557,0,0,0,1,e364,a01|a03|a06|a07|a08|a09|a10|a11|a13|a14|a43,e006,s05234,a01|a03|a06|a07|a08|a09|a10|a11|a13|a14|a43
462,5260,s05260,blackNH,21to29,4,B/21+,21.649315068493152,"['e002', 'e004', 'e006', 'e007', 'e008', 'e013', 'e039', 'e040', 'e063', 'e070', 'e075', 'e081', 'e086', 'e093', 'e094', 'e096', 'e097', 'e099', 'e100', 'e105', 'e115', 'e121', 'e128', 'e133', 'e134', 'e137', 'e140', 'e148', 'e149', 'e153', 'e154', 'e155', 'e156', 'e157', 'e160', 'e164', 'e166', 'e171', 'e181', 'e184', 'e192', 'e193', 'e195', 'e197', 'e198', 'e199', 'e200', 'e202', 'e203', 'e204', 'e205', 'e206', 'e207', 'e208', 'e209', 'e211', 'e212', 'e214', 'e215', 'e216', 'e220', 'e223', 'e227', 'e229', 'e230', 'e233', 'e234', 'e235', 'e237', 'e238', 'e240', 'e242', 'e244', 'e246', 'e248', 'e254', 'e259', 'e265', 'e266', 'e268', 'e272', 'e278', 'e293', 'e294', 'e295', 'e315', 'e320', 'e325', 'e326', 'e333', 'e337', 'e339', 'e341', 'e342', 'e351', 'e357', 'e358', 'e360', 'e361', 'e364', 'e370', 'e372', 'e375', 'e380', 'e384', 'e388', 'e391', 'e396', 'e413', 'e417', 'e422', 'e426', 'e430', 'e437', 'e438', 'e439', 'e443', 'e444', 'e446', 'e449', 'e455', 'e456', 'e463', 'e464', 'e465', 'e471', 'e488', 'e490', 'e491', 'e492', 'e494', 'e495', 'e496', 'e497', 'e498', 'e499', 'e500', 'e502', 'e503', 'e504', 'e505', 'e509', 'e510', 'e511', 'e512', 'e513', 'e514', 'e515', 'e517', 'e521', 'e522', 'e523', 'e524', 'e525', 'e526', 'e535', 'e538', 'e540', 'e541', 'e543', 'e545', 'e548', 'e549', 'e550', 'e552', 'e553', 'e554', 'e557', 'e565', 'e572', 'e573', 'e575', 'e589', 'e591', 'e592', 'e595', 'e598', 'e599', 'e600', 'e603', 'e607', 'e608', 'e610', 'e611', 'e614', 'e615', 'e616', 'e619', 'e620', 'e626', 'e628', 'e638', 'e639']",e372,e372,v0230|v0473|v0886|v0917|v0934|v0955|v0974|v0992|v0998|v1074|v1086,0,0,0,0,e372,a01|a05|a17,e628,s05260,s05260
99,5282,s05282,blackNH,21to29,4,B/21+,27.47945205479452,"['e002', 'e004', 'e006', 'e007', 'e008', 'e013', 'e039', 'e040', 'e063', 'e070', 'e075', 'e081', 'e086', 'e093', 'e094', 'e096', 'e097', 'e099', 'e100', 'e105', 'e115', 'e121', 'e128', 'e133', 'e134', 'e137', 'e140', 'e148', 'e149', 'e153', 'e154', 'e155', 'e156', 'e157', 'e160', 'e164', 'e166', 'e171', 'e181', 'e184', 'e192', 'e193', 'e195', 'e197', 'e198', 'e199', 'e200', 'e202', 'e203', 'e204', 'e205', 'e206', 'e207', 'e208', 'e209', 'e211', 'e212', 'e214', 'e215', 'e216', 'e220', 'e223', 'e227', 'e229', 'e230', 'e233', 'e234', 'e235', 'e237', 'e238', 'e240', 'e242', 'e244', 'e246', 'e248', 'e254', 'e259', 'e265', 'e266', 'e268', 'e272', 'e278', 'e293', 'e294', 'e295', 'e315', 'e320', 'e325', 'e326', 'e333', 'e337', 'e339', 'e341', 'e342', 'e351', 'e357', 'e358', 'e360', 'e361', 'e364', 'e370', 'e372', 'e375', 'e380', 'e384', 'e388', 'e391', 'e396', 'e413', 'e417', 'e422', 'e426', 'e430', 'e437', 'e438', 'e439', 'e443', 'e444', 'e446', 'e449', 'e455', 'e456', 'e463', 'e464', 'e465', 'e471', 'e488', 'e490', 'e491', 'e492', 'e494', 'e495', 'e496', 'e497', 'e498', 'e499', 'e500', 'e502', 'e503', 'e504', 'e505', 'e509', 'e510', 'e511', 'e512', 'e513', 'e514', 'e515', 'e517', 'e521', 'e522', 'e523', 'e524', 'e525', 'e526', 'e535', 'e538', 'e540', 'e541', 'e543', 'e545', 'e548', 'e549', 'e550', 'e552', 'e553', 'e554', 'e557', 'e565', 'e572', 'e573', 'e575', 'e589', 'e591', 'e592', 'e595', 'e598', 'e599', 'e600', 'e603', 'e607', 'e608', 'e610', 'e611', 'e614', 'e615', 'e616', 'e619', 'e620', 'e626', 'e628', 'e638', 'e639']",e223,e223,v0097|v0958,0,0,0,1,e396,a01|a05|a07|a19,e223,s05282,a01|a05|a07|a19
232,5288,s05288,blackNH,21to29,4,B/21+,28.473972602739725,"['e002', 'e004', 'e006', 'e007', 'e008', 'e013', 'e039', 'e040', 'e063', 'e070', 'e075', 'e081', 'e086', 'e093', 'e094', 'e096', 'e097', 'e099', 'e100', 'e105', 'e115', 'e121', 'e128', 'e133', 'e134', 'e137', 'e140', 'e148', 'e149', 'e153', 'e154', 'e155', 'e156', 'e157', 'e160', 'e164', 'e166', 'e171', 'e181', 'e184', 'e192', 'e193', 'e195', 'e197', 'e198', 'e199', 'e200', 'e202', 'e203', 'e204', 'e205', 'e206', 'e207', 'e208', 'e209', 'e211', 'e212', 'e214', 'e215', 'e216', 'e220', 'e223', 'e227', 'e229', 'e230', 'e233', 'e234', 'e235', 'e237', 'e238', 'e240', 'e242', 'e244', 'e246', 'e248', 'e254', 'e259', 'e265', 'e266', 'e268', 'e272', 'e278', 'e293', 'e294', 'e295', 'e315', 'e320', 'e325', 'e326', 'e333', 'e337', 'e339', 'e341', 'e342', 'e351', 'e357', 'e358', 'e360', 'e361', 'e364', 'e370', 'e372', 'e375', 'e380', 'e384', 'e388', 'e391', 'e396', 'e413', 'e417', 'e422', 'e426', 'e430', 'e437', 'e438', 'e439', 'e443', 'e444', 'e446', 'e449', 'e455', 'e456', 'e463', 'e464', 'e465', 'e471', 'e488', 'e490', 'e491', 'e492', 'e494', 'e495', 'e496', 'e497', 'e498', 'e499', 'e500', 'e502', 'e503', 'e504', 'e505', 'e509', 'e510', 'e511', 'e512', 'e513', 'e514', 'e515', 'e517', 'e521', 'e522', 'e523', 'e524', 'e525', 'e526', 'e535', 'e538', 'e540', 'e541', 'e543', 'e545', 'e548', 'e549', 'e550', 'e552', 'e553', 'e554', 'e557', 'e565', 'e572', 'e573', 'e575', 'e589', 'e591', 'e592', 'e595', 'e598', 'e599', 'e600', 'e603', 'e607', 'e608', 'e610', 'e611', 'e614', 'e615', 'e616', 'e619', 'e620', 'e626', 'e628', 'e638', 'e639']",e375,e375,v0233|v0338|v0529|v0532|v0975|v0992|v0994,1+,0,1,1,e153,s05288,e375,a01,s05288
220,5289,s05289,blackNH,21to29,4,B/21+,27.435616438356163,"['e002', 'e004', 'e006', 'e007', 'e008', 'e013', 'e039', 'e040', 'e063', 'e070', 'e075', 'e081', 'e086', 'e093', 'e094', 'e096', 'e097', 'e099', 'e100', 'e105', 'e115', 'e121', 'e128', 'e133', 'e134', 'e137', 'e140', 'e148', 'e149', 'e153', 'e154', 'e155', 'e156', 'e157', 'e160', 'e164', 'e166', 'e171', 'e181', 'e184', 'e192', 'e193', 'e195', 'e197', 'e198', 'e199', 'e200', 'e202', 'e203', 'e204', 'e205', 'e206', 'e207', 'e208', 'e209', 'e211', 'e212', 'e214', 'e215', 'e216', 'e220', 'e223', 'e227', 'e229', 'e230', 'e233', 'e234', 'e235', 'e237', 'e238', 'e240', 'e242', 'e244', 'e246', 'e248', 'e254', 'e259', 'e265', 'e266', 'e268', 'e272', 'e278', 'e293', 'e294', 'e295', 'e315', 'e320', 'e325', 'e326', 'e333', 'e337', 'e339', 'e341', 'e342', 'e351', 'e357', 'e358', 'e360', 'e361', 'e364', 'e370', 'e372', 'e375', 'e380', 'e384', 'e388', 'e391', 'e396', 'e413', 'e417', 'e422', 'e426', 'e430', 'e437', 'e438', 'e439', 'e443', 'e444', 'e446', 'e449', 'e455', 'e456', 'e463', 'e464', 'e465', 'e471', 'e488', 'e490', 'e491', 'e492', 'e494', 'e495', 'e496', 'e497', 'e498', 'e499', 'e500', 'e502', 'e503', 'e504', 'e505', 'e509', 'e510', 'e511', 'e512', 'e513', 'e514', 'e515', 'e517', 'e521', 'e522', 'e523', 'e524', 'e525', 'e526', 'e535', 'e538', 'e540', 'e541', 'e543', 'e545', 'e548', 'e549', 'e550', 'e552', 'e553', 'e554', 'e557', 'e565', 'e572', 'e573', 'e575', 'e589', 'e591', 'e592', 'e595', 'e598', 'e599', 'e600', 'e603', 'e607', 'e608', 'e610', 'e611', 'e614', 'e615', 'e616', 'e619', 'e620', 'e626', 'e628', 'e638', 'e639']",e608,e608,v0961|v0974|v0975|v0992,0,0,0,0,e608,a01|a05|a14,e240,s05289,s05289
98,5300,s05300,blackNH,21to29,4,B/21+,25.295890410958904,"['e002', 'e004', 'e006', 'e007', 'e008', 'e013', 'e039', 'e040', 'e063', 'e070', 'e075', 'e081', 'e086', 'e093', 'e094', 'e096', 'e097', 'e099', 'e100', 'e105', 'e115', 'e121', 'e128', 'e133', 'e134', 'e137', 'e140', 'e148', 'e149', 'e153', 'e154', 'e155', 'e156', 'e157', 'e160', 'e164', 'e166', 'e171', 'e181', 'e184', 'e192', 'e193', 'e195', 'e197', 'e198', 'e199', 'e200', 'e202', 'e203', 'e204', 'e205', 'e206', 'e207', 'e208', 'e209', 'e211', 'e212', 'e214', 'e215', 'e216', 'e220', 'e223', 'e227', 'e229', 'e230', 'e233', 'e234', 'e235', 'e237', 'e238', 'e240', 'e242', 'e244', 'e246', 'e248', 'e254', 'e259', 'e265', 'e266', 'e268', 'e272', 'e278', 'e293', 'e294', 'e295', 'e315', 'e320', 'e325', 'e326', 'e333', 'e337', 'e339', 'e341', 'e342', 'e351', 'e357', 'e358', 'e360', 'e361', 'e364', 'e370', 'e372', 'e375', 'e380', 'e384', 'e388', 'e391', 'e396', 'e413', 'e417', 'e422', 'e426', 'e430', 'e437', 'e438', 'e439', 'e443', 'e444', 'e446', 'e449', 'e455', 'e456', 'e463', 'e464', 'e465', 'e471', 'e488', 'e490', 'e491', 'e492', 'e494', 'e495', 'e496', 'e497', 'e498', 'e499', 'e500', 'e502', 'e503', 'e504', 'e505', 'e509', 'e510', 'e511', 'e512', 'e513', 'e514', 'e515', 'e517', 'e521', 'e522', 'e523', 'e524', 'e525', 'e526', 'e535', 'e538', 'e540', 'e541', 'e543', 'e545', 'e548', 'e549', 'e550', 'e552', 'e553', 'e554', 'e557', 'e565', 'e572', 'e573', 'e575', 'e589', 'e591', 'e592', 'e595', 'e598', 'e599', 'e600', 'e603', 'e607', 'e608', 'e610', 'e611', 'e614', 'e615', 'e616', 'e619', 'e620', 'e626', 'e628', 'e638', 'e639']",e515,e515,v0502|v0664,0,1,1,0,e515,a01,e002,a09|a11,a09|a11
275,5316,s05316,blackNH,21to29,4,B/21+,27.747945205479454,"['e002', 'e004', 'e006', 'e007', 'e008', 'e013', 'e039', 'e040', 'e063', 'e070', 'e075', 'e081', 'e086', 'e093', 'e094', 'e096', 'e097', 'e099', 'e100', 'e105', 'e115', 'e121', 'e128', 'e133', 'e134', 'e137', 'e140', 'e148', 'e149', 'e153', 'e154', 'e155', 'e156', 'e157', 'e160', 'e164', 'e166', 'e171', 'e181', 'e184', 'e192', 'e193', 'e195', 'e197', 'e198', 'e199', 'e200', 'e202', 'e203', 'e204', 'e205', 'e206', 'e207', 'e208', 'e209', 'e211', 'e212', 'e214', 'e215', 'e216', 'e220', 'e223', 'e227', 'e229', 'e230', 'e233', 'e234', 'e235', 'e237', 'e238', 'e240', 'e242', 'e244', 'e246', 'e248', 'e254', 'e259', 'e265', 'e266', 'e268', 'e272', 'e278', 'e293', 'e294', 'e295', 'e315', 'e320', 'e325', 'e326', 'e333', 'e337', 'e339', 'e341', 'e342', 'e351', 'e357', 'e358', 'e360', 'e361', 'e364', 'e370', 'e372', 'e375', 'e380', 'e384', 'e388', 'e391', 'e396', 'e413', 'e417', 'e422', 'e426', 'e430', 'e437', 'e438', 'e439', 'e443', 'e444', 'e446', 'e449', 'e455', 'e456', 'e463', 'e464', 'e465', 'e471', 'e488', 'e490', 'e491', 'e492', 'e494', 'e495', 'e496', 'e497', 'e498', 'e499', 'e500', 'e502', 'e503', 'e504', 'e505', 'e509', 'e510', 'e511', 'e512', 'e513', 'e514', 'e515', 'e517', 'e521', 'e522', 'e523', 'e524', 'e525', 'e526', 'e535', 'e538', 'e540', 'e541', 'e543', 'e545', 'e548', 'e549', 'e550', 'e552', 'e553', 'e554', 'e557', 'e565', 'e572', 'e573', 'e575', 'e589', 'e591', 'e592', 'e595', 'e598', 'e599', 'e600', 'e603', 'e607', 'e608', 'e610', 'e611', 'e614', 'e615', 'e616', 'e619', 'e620', 'e626', 'e628', 'e638', 'e639']",e413,e413,v0284|v0838|v0930,1+,0,1,1,e464,a01|a05|a14,e413,s05316,a01|a05|a14
240,5320,s05320,blackNH,21to29,4,B/21+,23.232876712328768,"['e002', 'e004', 'e006', 'e007', 'e008', 'e013', 'e039', 'e040', 'e063', 'e070', 'e075', 'e081', 'e086', 'e093', 'e094', 'e096', 'e097', 'e099', 'e100', 'e105', 'e115', 'e121', 'e128', 'e133', 'e134', 'e137', 'e140', 'e148', 'e149', 'e153', 'e154', 'e155', 'e156', 'e157', 'e160', 'e164', 'e166', 'e171', 'e181', 'e184', 'e192', 'e193', 'e195', 'e197', 'e198', 'e199', 'e200', 'e202', 'e203', 'e204', 'e205', 'e206', 'e207', 'e208', 'e209', 'e211', 'e212', 'e214', 'e215', 'e216', 'e220', 'e223', 'e227', 'e229', 'e230', 'e233', 'e234', 'e235', 'e237', 'e238', 'e240', 'e242', 'e244', 'e246', 'e248', 'e254', 'e259', 'e265', 'e266', 'e268', 'e272', 'e278', 'e293', 'e294', 'e295', 'e315', 'e320', 'e325', 'e326', 'e333', 'e337', 'e339', 'e341', 'e342', 'e351', 'e357', 'e358', 'e360', 'e361', 'e364', 'e370', 'e372', 'e375', 'e380', 'e384', 'e388', 'e391', 'e396', 'e413', 'e417', 'e422', 'e426', 'e430', 'e437', 'e438', 'e439', 'e443', 'e444', 'e446', 'e449', 'e455', 'e456', 'e463', 'e464', 'e465', 'e471', 'e488', 'e490', 'e491', 'e492', 'e494', 'e495', 'e496', 'e497', 'e498', 'e499', 'e500', 'e502', 'e503', 'e504', 'e505', 'e509', 'e510', 'e511', 'e512', 'e513', 'e514', 'e515', 'e517', 'e521', 'e522', 'e523', 'e524', 'e525', 'e526', 'e535', 'e538', 'e540', 'e541', 'e543', 'e545', 'e548', 'e549', 'e550', 'e552', 'e553', 'e554', 'e557', 'e565', 'e572', 'e573', 'e575', 'e589', 'e591', 'e592', 'e595', 'e598', 'e599', 'e600', 'e603', 'e607', 'e608', 'e610', 'e611', 'e614', 'e615', 'e616', 'e619', 'e620', 'e626', 'e628', 'e638', 'e639']",e242,e242,v0110|v0114|v0840|v0862|v0974|v0975|v0993|v1000,0,1,1,0,e242,a08,e526,a07|a09,a07|a09
397,5327,s05327,blackNH,21to29,4,B/21+,26.232876712328768,"['e002', 'e004', 'e006', 'e007', 'e008', 'e013', 'e039', 'e040', 'e063', 'e070', 'e075', 'e081', 'e086', 'e093', 'e094', 'e096', 'e097', 'e099', 'e100', 'e105', 'e115', 'e121', 'e128', 'e133', 'e134', 'e137', 'e140', 'e148', 'e149', 'e153', 'e154', 'e155', 'e156', 'e157', 'e160', 'e164', 'e166', 'e171', 'e181', 'e184', 'e192', 'e193', 'e195', 'e197', 'e198', 'e199', 'e200', 'e202', 'e203', 'e204', 'e205', 'e206', 'e207', 'e208', 'e209', 'e211', 'e212', 'e214', 'e215', 'e216', 'e220', 'e223', 'e227', 'e229', 'e230', 'e233', 'e234', 'e235', 'e237', 'e238', 'e240', 'e242', 'e244', 'e246', 'e248', 'e254', 'e259', 'e265', 'e266', 'e268', 'e272', 'e278', 'e293', 'e294', 'e295', 'e315', 'e320', 'e325', 'e326', 'e333', 'e337', 'e339', 'e341', 'e342', 'e351', 'e357', 'e358', 'e360', 'e361', 'e364', 'e370', 'e372', 'e375', 'e380', 'e384', 'e388', 'e391', 'e396', 'e413', 'e417', 'e422', 'e426', 'e430', 'e437', 'e438', 'e439', 'e443', 'e444', 'e446', 'e449', 'e455', 'e456', 'e463', 'e464', 'e465', 'e471', 'e488', 'e490', 'e491', 'e492', 'e494', 'e495', 'e496', 'e497', 'e498', 'e499', 'e500', 'e502', 'e503', 'e504', 'e505', 'e509', 'e510', 'e511', 'e512', 'e513', 'e514', 'e515', 'e517', 'e521', 'e522', 'e523', 'e524', 'e525', 'e526', 'e535', 'e538', 'e540', 'e541', 'e543', 'e545', 'e548', 'e549', 'e550', 'e552', 'e553', 'e554', 'e557', 'e565', 'e572', 'e573', 'e575', 'e589', 'e591', 'e592', 'e595', 'e598', 'e599', 'e600', 'e603', 'e607', 'e608', 'e610', 'e611', 'e614', 'e615', 'e616', 'e619', 'e620', 'e626', 'e628', 'e638', 'e639']",e595,e595,v0928|v0993|v1110,0,0,0,0,e595,a01|a06|a10|a14|a19,e598,a05|a18,a05|a18
457,5420,s05420,blackNH,21to29,4,B/21+,23.145205479452056,"['e002', 'e004', 'e006', 'e007', 'e008', 'e013', 'e039', 'e040', 'e063', 'e070', 'e075', 'e081', 'e086', 'e093', 'e094', 'e096', 'e097', 'e099', 'e100', 'e105', 'e115', 'e121', 'e128', 'e133', 'e134', 'e137', 'e140', 'e148', 'e149', 'e153', 'e154', 'e155', 'e156', 'e157', 'e160', 'e164', 'e166', 'e171', 'e181', 'e184', 'e192', 'e193', 'e195', 'e197', 'e198', 'e199', 'e200', 'e202', 'e203', 'e204', 'e205', 'e206', 'e207', 'e208', 'e209', 'e211', 'e212', 'e214', 'e215', 'e216', 'e220', 'e223', 'e227', 'e229', 'e230', 'e233', 'e234', 'e235', 'e237', 'e238', 'e240', 'e242', 'e244', 'e246', 'e248', 'e254', 'e259', 'e265', 'e266', 'e268', 'e272', 'e278', 'e293', 'e294', 'e295', 'e315', 'e320', 'e325', 'e326', 'e333', 'e337', 'e339', 'e341', 'e342', 'e351', 'e357', 'e358', 'e360', 'e361', 'e364', 'e370', 'e372', 'e375', 'e380', 'e384', 'e388', 'e391', 'e396', 'e413', 'e417', 'e422', 'e426', 'e430', 'e437', 'e438', 'e439', 'e443', 'e444', 'e446', 'e449', 'e455', 'e456', 'e463', 'e464', 'e465', 'e471', 'e488', 'e490', 'e491', 'e492', 'e494', 'e495', 'e496', 'e497', 'e498', 'e499', 'e500', 'e502', 'e503', 'e504', 'e505', 'e509', 'e510', 'e511', 'e512', 'e513', 'e514', 'e515', 'e517', 'e521', 'e522', 'e523', 'e524', 'e525', 'e526', 'e535', 'e538', 'e540', 'e541', 'e543', 'e545', 'e548', 'e549', 'e550', 'e552', 'e553', 'e554', 'e557', 'e565', 'e572', 'e573', 'e575', 'e589', 'e591', 'e592', 'e595', 'e598', 'e599', 'e600', 'e603', 'e607', 'e608', 'e610', 'e611', 'e614', 'e615', 'e616', 'e619', 'e620', 'e626', 'e628', 'e638', 'e639']",e272,e272,v0130|v0168|v0395|v0804|v0974|v0992|v1145|v1158|v1211,0,0,0,0,e272,a05|a10|a14|a17|a21,e293,a01|a05|a07|a09|a19,a01|a05|a07|a09|a19
209,5470,s05470,blackNH,21to29,4,B/21+,23.63287671232877,"['e002', 'e004', 'e006', 'e007', 'e008', 'e013', 'e039', 'e040', 'e063', 'e070', 'e075', 'e081', 'e086', 'e093', 'e094', 'e096', 'e097', 'e099', 'e100', 'e105', 'e115', 'e121', 'e128', 'e133', 'e134', 'e137', 'e140', 'e148', 'e149', 'e153', 'e154', 'e155', 'e156', 'e157', 'e160', 'e164', 'e166', 'e171', 'e181', 'e184', 'e192', 'e193', 'e195', 'e197', 'e198', 'e199', 'e200', 'e202', 'e203', 'e204', 'e205', 'e206', 'e207', 'e208', 'e209', 'e211', 'e212', 'e214', 'e215', 'e216', 'e220', 'e223', 'e227', 'e229', 'e230', 'e233', 'e234', 'e235', 'e237', 'e238', 'e240', 'e242', 'e244', 'e246', 'e248', 'e254', 'e259', 'e265', 'e266', 'e268', 'e272', 'e278', 'e293', 'e294', 'e295', 'e315', 'e320', 'e325', 'e326', 'e333', 'e337', 'e339', 'e341', 'e342', 'e351', 'e357', 'e358', 'e360', 'e361', 'e364', 'e370', 'e372', 'e375', 'e380', 'e384', 'e388', 'e391', 'e396', 'e413', 'e417', 'e422', 'e426', 'e430', 'e437', 'e438', 'e439', 'e443', 'e444', 'e446', 'e449', 'e455', 'e456', 'e463', 'e464', 'e465', 'e471', 'e488', 'e490', 'e491', 'e492', 'e494', 'e495', 'e496', 'e497', 'e498', 'e499', 'e500', 'e502', 'e503', 'e504', 'e505', 'e509', 'e510', 'e511', 'e512', 'e513', 'e514', 'e515', 'e517', 'e521', 'e522', 'e523', 'e524', 'e525', 'e526', 'e535', 'e538', 'e540', 'e541', 'e543', 'e545', 'e548', 'e549', 'e550', 'e552', 'e553', 'e554', 'e557', 'e565', 'e572', 'e573', 'e575', 'e589', 'e591', 'e592', 'e595', 'e598', 'e599', 'e600', 'e603', 'e607', 'e608', 'e610', 'e611', 'e614', 'e615', 'e616', 'e619', 'e620', 'e626', 'e628', 'e638', 'e639']",e499,e499,v0464|v0507|v1054,0,0,0,0,e499,s05470,e278,s05470,s05470
